id	name
6478	 "Vermont Agency of Administration
6470	 "Agency of Education
6479	 "University of Vermont
6523	 "
8621	 "Manchester Police Department
8627	 "New Hampshire House of Representatives
8062	 "secretary of state
6119	 "Department of Environmental Services
789	 "New Hampshire Department of Justice
5562	 "Department of Resources and Economic Development
3850	 "Department of Motor Vehicles
4329	 "Hillsboro Deering School Department
4748	 "Administrative Office of the Courts
4314	 "New Hampshire State Lottery
4815	 "Office of the Governor - New Hampshire
5043	 "Department of Health and Human Services
5298	 "Human Resources
5925	 "New Hampshire Executive Council
4326	 "University of New Hampshire
5710	 "Support Services Bureau
4866	 "Office of the Attorney General - New Hampshire
6438	 "New Hampshire Department of Education
305	 "New Hampshire State Police
6501	 "New Hampshire Insurance Department
3997	 "Department of Corrections
8544	 "University of Rhode Island
7833	 "Rhode Island Department of Health
3646	 "Department of Revenue
3658	 "Lottery Commission
7623	 "Division of Taxation
6125	 "Department of Environmental Management
318	 "Rhode Island State Police
449	 "Rhode Island Department of Public Safety
2422	 "Coastal Resources Management Council
3647	 "Office of the General Treasurer
3643	 "Secretary of State
3648	 "Department of Health
3651	 "State Controller
3645	 "Department of Labor and Training
3649	 "Department of Transportation
3663	 "Rhode Island Airport Corporation
3662	 "Commerce Corporation
3661	 "General Assembly
3654	 "Turnpike and Bridge Authority (RITBA)
3652	 "Office of Auditor General
3653	 "State Budget Office
3660	 "Rhode Island Housing and Mortgage Finance Corporation
3664	 "Judiciary
3644	 "Department of Business Regulation
3657	 "Board of Elections
3650	 "Division of Motor Vehicles
2357	 "Department of Administration
3659	 "Public Transit Authority (RIPTA)
4098	 "Rhode Island Emergency Management Agency
5155	 "Department of Human Services
3655	 "Department of Corrections
5568	 "Rhode Island Commerce Corporation
3656	 "Department of Education
4181	 "Office of the Governor - Rhode Island
6514	 "Executive Office of Commerce
3642	 "Office of the Attorney General
1329	 "Sterling Conant Public Library
3434	 "Sterling Town Clerk
7743	 "Wellesley Police Department
255	 "Health Department
259	 "Health Department
258	 "Wellesley School Department
1363	 "Wellesley Free Library
1684	 "Hunnewell Elementary School Library
1719	 "Joseph Fiske Elementary School Library
1724	 "Katherine Lee Bates Elementary School Bates Library Media Center
1890	 "Schofield Elementary School Library Media Center
1907	 "Sprague Elementary School Ellen Cunniff Library
1932	 "Upham Elementary School Library
1943	 "Wellesley Middle School Alice L. Phillips Library Media Center
2009	 "Dana Hall School Helen Temple Cooke Library
2331	 "Wellesley High School Wilbury Crockett Library
3447	 "Wellesley Town Clerk
7367	 "Belmont Police Department
1066	 "Belmont Public Library
1414	 "Belmont Day School Erskine Library
1937	 "W. L. Chenery Middle School Instructional Media Center
2088	 "Belmont High School Peter B. Holland Library
1988	 "Belmont Hill School  William H. Byrnes Library
3352	 "Belmont Town Clerk
583	 "Franklin Police Department
1142	 "Franklin Public Library
1680	 "Horace Mann School Library
2151	 "Franklin High School Library
2316	 "Tri-County Regional Vocational Technical School Barbara A. Renzoni Library
3375	 "Franklin Town Clerk
6070	 "Franklin Building and Inspection Department
591	 "Lynn Police Department
1206	 "Lynn Public Library
1571	 "Drewicz School Library
1656	 "Harrington Elementary School Library
1743	 "Lincoln-Thomson Elementary School Library Media Center
1872	 "Robert L. Ford Elementary School Library
1921	 "The Captain William G. Shoemaker Elementary School Library
2198	 "Lynn Classical High School Library
2199	 "Lynn English High School Library
2200	 "Lynn Vocational Technical Institute Library
2648	 "Lynn Personnel Department
3388	 "Lynn City Clerk
7341	 "Salem State University
414	 "Parking Department
701	 "Salem Public Schools
1302	 "Salem Public Library
1494	 "Bentley Elementary School Library
1539	 "Collins Middle School Library
2283	 "Salem High School Library
3426	 "Salem City Clerk
688	 "Salem Police Department
3094	 "Salem State University Police
263	 "City Clerk
5815	 "Bullhead City Police Department
7704	 "Norwalk Police Department
8527	 "LA Fire Department
8186	 "Los Angeles Department of City Planning
8135	 "City Attorney of Los Angeles
8134	 "Finance Department
8133	 "City Attorney of Los Angeles
7660	 "Los Angeles Department of Public Works
7659	 "Los Angeles Department of Building and Safety
7573	 "Los Angeles Information Technology Agency
7138	 "Office of City Council Member Herb Wesson
7135	 "Los Angeles City Health Commission
7129	 "Office of City Council Member Mitchell Englander
7128	 "Office of City Council Member Herb Wesson
7119	 "Office of City Council Member Mike Bonin
7118	 "Office of City Council Member Paul Krekorian
265	 "Los Angeles Police Department
294	 "Mayor's Office
3590	 "Los Angeles Mayor's Office
642	 "Los Angeles City Attorney's Office
3068	 "Los Angeles Animal Services
3933	 "Los Angeles City Clerk
3940	 "Office of City Council Member Jose Huizar
3955	 "Los Angeles Unified School District
4172	 "Los Angeles School Police Department
6065	 "Los Angeles Department of Water and Power
5313	 "Office of the Controller - Los Angeles
6689	 "City Attorney of Los Angeles [APPEALS]
3443	 "Walpole Town Clerk
7165	 "Walpole Police Department
1354	 "Walpole Public Library
1416	 "Blessed Sacrament School Library
1716	 "Johnson Middle School Library / Media Center
2325	 "Walpole High School Library
3182	 "Walpole Town Administrator
285	 "Town Manager
1104	 "Cohasset Paul Pratt Memorial Library
2122	 "Cohasset Middle High School William Ripley Jr. Library
3365	 "Cohasset Town Clerk
277	 "City Clerk
441	 "Phoenix Police Department
5092	 "Human Resources Department
4130	 "Phoenix Public Information Office
282	 "City of Benson
7492	 "Oakland Fire Department
292	 "Police Department
5856	 "Finance Department
2610	 "City Of Oakland
4184	 "Oakland City Attorney
4976	 "Black out Collective
369	 "Oakland Police Department
6568	 "Mayor's Office
7716	 "Registrar of Voters
297	 "Mayor's Office
2530	 "Hartford Public Schools
3552	 "Hartford Police Department
5188	 "New Haven Police Department
298	 "Mayor's Office
8100	 "City of Bridgeport
7465	 "Bridgeport Police Department
299	 "Mayor's Office
8109	 "Housing Authority of the City of Danbury
7389	 "Danbury Police Department
300	 "Mayor's Office
301	 "Mayor's Office
8607	 "Miami Department of Fire
8192	 "Building Department
7821	 "Miami-Dade Aviation Department
7073	 "City of Miami Division of Emergency Management
303	 "Mayor's Office
484	 "Florida International University
5855	 "Finance Department
2432	 "Miami-Dade Public Housing and Community Development
386	 "Miami Police Department
891	 "City of Fort Lauderdale Police Department
304	 "City Manager's Office
4288	 "Office of the Mayor & City Commission - Fort Lauderdale
7826	 "Framingham RAO
307	 "Framingham Police Department
972	 "Massachusetts Correctional Institution-Framingham Library
1141	 "Framingham Public Library
2024	 "Marian High School Library
2150	 "Framingham High School Library
3048	 "Massachusetts Bay Community College
3045	 "Framingham State University
3097	 "Massachusetts Bay Community College Public Safety
3117	 "Framingham State University Police
3374	 "Framingham Town Clerk
3489	 "Framingham Finance Department
2653	 "Framingham Human Resources
317	 "Providence Police Department
314	 "Public Works
3692	 "Providence Schools
3767	 "Providence Finance Department
3728	 "Providence Law Department
371	 "Santa Monica Police Department
326	 "City Administrator
325	 "Santa Barbara City Attorney
379	 "Parks and Recreation Department
2539	 "Texas Department of Insurance
3467	 "Travis County Sheriff's Department
7210	 "Office of the Attorney General
7184	 "University of Texas, University of Texas System
7082	 "Texas Medical Board
6230	 "Texas Department of State Health Services
5570	 "Texas Economic Development Council
383	 "University of Texas, Austin
475	 "Texas State University
476	 "Texas A & M Engineering Experiment Station
477	 "Texas A & M University-Corpus Christi
637	 "Texas State Technical College
715	 "Spring Independent School District (Houston)
737	 "Northside Independent School District
812	 "Texas Parks and Wildlife Department
854	 "Texas Commission on Environmental Quality
2661	 "Texas Secretary of State
3845	 "Department of Motor Vehicles
4055	 "Equal Employment Opportunity Commission, Dallas Field Office
4292	 "Texas National Guard
4304	 "Texas A&M University
4649	 "Texas House of Representatives
621	 "Texas Department of Public Safety
6006	 "Texas Commission on Jail Standards
896	 "Texas Department of Criminal Justice
6073	 "Tarleton State University
5466	 "Secretary of State - Elections Division
6096	 "University of Texas System
5268	 "Texas Comptroller of Public Accounts
5339	 "Health and Human Services Commission
5467	 "State of Texas Secretary of State, Elections Division
6370	 "Texas Tech
6292	 "Texas  A&M
6383	 "University of Texas, Austin School of Law
5093	 "Texas Workforce Commission
5405	 "Texas A&amp;M University
4784	 "Office of Attorney General
3877	 "Office of the Governor
6423	 "Texas Ethics Commission
4293	 "Office of the Lieutenant Governor of Texas
6382	 "University of Texas School of Law, Austin
6443	 "Texas Education Agency
6951	 "Texas A&M Agrilife
333	 "Arlington Police Department
5862	 "Finance Department
8255	 "Kansas District Attorney - 28th Judicial District
8253	 "Kansas District Attorney - 26th Judicial District
8246	 "Kansas District Attorney, 20th Judicial District
8243	 "Kansas District Attorney - 17th Judicial District
8236	 "Kansas District Attorney, 10th judicial district
8258	 "Allen County District Attorney, 31st Judicial District
8227	 "district attorney, 1st judicial district
8251	 "District Attorney, 24th Judicial District
8244	 "District Attorney, 18th Judicial District
8240	 "Kansas District Attorney, 14th judicial district
8233	 "Kansas District Attorney, 7th judicial district
8232	 "Kansas District Attorney, 6th judicial district (Miami County)
8230	 "Kansas District Attorney, 4th judicial district (Coffey County)
8228	 "Kansas District Attorney, 2nd judicial district (Jackson County)
8157	 "Kansas Board of Regents
8257	 "Kansas District Attorney - 30th Judicial District
8256	 "Kansas District Attorney - 29th Judicial District
8254	 "Kansas District Attorney - 27th Judicial District
8252	 "Kansas District Attorney - 25th Judicial District
8250	 "District Attorney, 23rd Judicial District
8249	 "District Attorney, 22nd Judicial District
8248	 "district attorney, 21st  judicial district
8247	 "District Attorney - 21st Judicial District
8245	 "District Attorney, 19th Judicial District
8242	 "Kansas District Attorney - 16th Judicial District
8241	 "Kansas District Attorney, 15th judicial district
8239	 "Kansas District Attorney, 13th judicial district
8238	 "Kansas District Attorney, 12th judicial district
8235	 "district attorney, 9th judicial district
8234	 "Kansas District Attorney, 8th judicial district
8231	 "Kansas District Attorney, 5th judicial district (Chase County)
8229	 "Kansas District Attorney, 3rd judicial district
8054	 "kansas secretary of state
5033	 "Department for Children and Families
7045	 "Office of Information Technology Services
4858	 "Office of the Attorney General - Kansas
5274	 "Kansas House of Representatives
5731	 "Kansas Adjutant General's Office
831	 "Kansas Highway Patrol
912	 "Kansas Department for Aging and Disability Services
4090	 "Department of Administration
3926	 "Department of Commerce
5273	 "Kansas State Senate
4467	 "Office of the Governor of Kansas
6048	 "Department of Health & Environment
4977	 "Kansas Bureau of Investigation
6279	 "University of Kansas
6328	 "Kansas Commission on Peace Officers' Standards and Training
465	 "Kansas State University
6296	 "Wichita State University
5986	 "Department of Labor
6364	 "University of Kansas Athletics
3925	 "Department of Revenue
6411	 "Kansas Department of Education
5705	 "Kansas Surplus Property
3980	 "Department of Corrections
335	 "Herington City Manager
7984	 "Houston police department
7706	 "Mayor's Office
7517	 "Houston Emergency Center
7151	 "Houston First Corporation
4254	 "Office of the City Secretary, Houston
5046	 "Houston Independent School District
5396	 "Houston Community College
6495	 "Houston Finance Department
6496	 "Administration and Regulatory Affairs
4128	 "Houston Legal Department
336	 "Houston Police Department
8518	 "Arkansas Economic Development Commission
8177	 "Department of Education
5335	 "University of Arkansas
825	 "Arkansas State Police
4829	 "Office of the Attorney General
4936	 "University of Arkansas Libraries
3969	 "Department of Correction
4087	 "Department of Career Education, Law Enforcement Support Office (LESO)
4141	 "Danville Police Department
4142	 "Yell County Sheriff's Department
5244	 "Arkansas State University
5255	 "Arkansas State Board of Election Commissioners
4679	 "Department of Health
6276	 "Arkansas Secretary of State
6387	 "Arkansas Department of Corrections
4796	 "Office of the Governor
3927	 "Alabama Department of Revenue
3903	 "Department of Finance and Administration
6460	 "Arkansas Parole Board
6525	 "State of Arkansas - Department of Human Services
6532	 "Department of Human Services, Division of Medical Services
2587	 "Arkansas Department of Human Services
338	 "Police Department
8562	 "State of Ohio Medical Board
8537	 "Kent State University
7657	 "Ohio Department of Medicaid
7639	 "Department of Medicaid
7383	 "Ohio Court of Claims
3063	 "Ohio Department of Rehabilitation and Correction
6229	 "Central Ohio Transit Authority
4096	 "Ohio Department of Public Safety
5544	 "University of Cincinnati Police Department
5556	 "Ohio Department of Higher Education
470	 "Ohio University
4521	 "Office of the Governor
436	 "The Ohio State University
4636	 "Office of Budget Management (OH)
4637	 "Ohio Facilities Construction Commission
844	 "Ohio State Highway Patrol
897	 "Secretary of State
932	 "Treasurer
4871	 "Office of the Attorney General - Ohio
3959	 "Bureau of Motor Vehicles
4028	 "Office of the Inspector General
4049	 "Correctional Institution Inspection Committee
4167	 "Ohio Department of Corrections and Rehabilitation, Office of the Chief Inspector
5614	 "Ohio Police & Fire Pension Fund
5045	 "Department of Jobs and Family Services
5404	 "Wright State University
5694	 "Development Services Agency
6282	 "University of Cincinnati
6375	 "University of Dayton
5989	 "Department of Commerce
5613	 "Ohio Public Employee Retirement System
5762	 "Corrections Center of Northwest Ohio
5543	 "University System of Ohio
6121	 "Ohio Environmental Protection Agency
4165	 "Ohio Department of Education
4147	 "Ohio Department of Administrative Services
749	 "Ohio National Guard
8509	 "Department of Insurance and Financial Services
2441	 "Clawson Public Schools
5492	 "Michigan Secretary of State
7054	 "Michigan Department of Technology, Management, and Budget
4183	 "Department of Military and Veterans Affairs
7055	 "Michigan Intelligence Operations Center
3992	 "Department of Corrections
6280	 "Michigan State University
884	 "Department of Labor and Economic Growth
3990	 "Eastern Michigan University
4790	 "Office of the Governor
2364	 "Michigan Civil Service Commission
633	 "Michigan State Police
934	 "Treasurer
742	 "Michigan National Guard
2398	 "Wayne State University
2524	 "Oakland Public Schools
478	 "University of Michigan
3904	 "Department of State, Bureau of Driver & Vehicle Programs
5037	 "Department of Human Services
4801	 "Michigan Department of Attorney General
5990	 "Department of Licensing and Regulatory Affairs
5432	 "Michigan Economic Development Corporation
5706	 "Joint Forces Headquarters
6414	 "Michigan Department of Education
4013	 "Department of Environmental Quality
339	 "Ypsilanti Police Department
2386	 "City of Ypsilanti
342	 "Sheriff Department
343	 "Ventura County Sheriff's Department
5951	 "Department of Public Health
345	 "Ventura Police Department
2429	 "Wichita Public Schools
5861	 "Finance Department
344	 "Wichita Police Department
346	 "Manchester Center Police Department
8636	 "orlando police department
349	 "University of Central Florida Police Department
488	 "University of Central Florida
5930	 "Mayor of Orlando
447	 "Orlando Police Department
347	 "Oxnard Police Department
3865	 "Department of Transportation
8131	 "State of Pennsylvania, Office of Open Records
740	 "Department of Military and Veterans Affairs
3537	 "Southeastern Pennsylvania Regional Task Force
5303	 "Human Resources and Management
8070	 "secretary of state
7800	 "Pennsylvania Film Office
7536	 "State Employees' Retirement System
7535	 "Pennsylvania Public School Employees' Retirement Board
7531	 "Pennsylvania Department of State
435	 "Pennsylvania State Police
3546	 "Department of Corrections
6124	 "Department of Environmental Protection
5567	 "Department of Community & Economic Development
426	 "University of Pittsburgh
427	 "Pennsylvania State University
741	 "Pennsylvania Army National Guard
931	 "Treasury
2607	 "Mechanicsburg Area School District
4788	 "Governor's Office
4912	 "Office of the Attorney General - Pennsylvania
6055	 "Office of the Budget
5156	 "Department of Human Services
6250	 "Southeastern Pennsylvania Transportation Authority
5759	 "Temple University
2611	 "Pennsylvania Department of General Services
6441	 "Pennsylvania Department of Education
5187	 "Pennsylvania Insurance Department
6534	 "Pennsylvania Commission on Crime and Delinquency
6786	 "U.S. Department of the Treasury, Office of Intelligence and Analysis, Office of Security Programs
6785	 "Souderton Police Department
8690	 "Office of Sen. Tim Neville
8602	 "Colorado Oil & Gas Conservation Commission
8600	 "Senate President, Colorado
8585	 "Office of Sen. Kevin Grantham
8589	 "Office of Sen. Vicki Marble
8591	 "Office of Sen. Chris Holbert
8590	 "Office of Sen. Ray Scott
8588	 "Office of Sen. John Cooke
8587	 "Office of Sen. Randy Baumgardner
8586	 "Office of Sen. Jerry Sonnenberg
7824	 "University of Colorado-Boulder Police Department
7701	 "Colorado Department of Public Safety
7702	 "Department of Public Safety
3936	 "Department of Corrections
7160	 "Colorado Public Employees' Retirement Association
7213	 "Crowley County Correctional Facility - Corrections Corporation of America
7212	 "Bent County Correctional Facility - Corrections Corporation of America
7211	 "Kit Carson Correctional Center - Corrections Corporation of America
7162	 "Colorado Public Employees' Association
4830	 "Office of the Attorney General - Colorado
7049	 "Governor's Office of Information Technology
5583	 "Colorado State Patrol - 1033 and 1122 Program
6131	 "Department of Public Health & Environment
4217	 "Division of Criminal Justice
472	 "University of Colorado Boulder
826	 "Colorado State Patrol
4692	 "University of Colorado Denver
3956	 "Division of Motor Vehicles
5968	 "Colorado Bureau of Investigation
4708	 "Colorado General Assembly
4730	 "Secretary of State (CO)
4151	 "Department of Public Health and Environment
4831	 "Colorado State Archives
4972	 "Department of Revenue
4922	 "Department of Human Services
5010	 "Colorado State Penitentiary
5281	 "Department of Personnel and Administration
5342	 "Office of Economic Development and International Trade - Colorado
6405	 "Colorado Department of Education
4164	 "Colorado Department of Health Care Policy and Financing
6503	 "Colorado Department of Regulatory Agencies, Division of Insurance
4444	 "Office of the Governor of Colorado
372	 "Virginia State Police
8181	 "Virginia Department of Education
8085	 "Department of Agriculture and Consumer Services
8103	 "Virginia Department of Behavioral Health & Developmental Services
8091	 "Virginia Department of Professional and Occupational Records
8090	 "Department of Professional and Occupational Regulation
8089	 "Virginia Eugenical Sterilization Act Compensation Program
8088	 "Department of Professional and Occupational Regulation
8087	 "Department of Behavioral Health and Developmental Services
8076	 "secretary of state
8019	 "Virginia Department of Medical Assistance Services
7805	 "Department of Mines, Minerals, and Energy
7648	 "Virginia Department of Elections
7346	 "Virginia Military Institute Police
7134	 "Old Dominion University Police Department
5586	 "Norfolk Circuit Court
5588	 "Roanoke Circuit Court
5585	 "Richmond Circuit Court
5589	 "Petersburg Circuit Court
5592	 "Bristol Circuit Court
4791	 "Office of the Governor
4887	 "Virginia State Bar
5593	 "Danville Circuit Court
376	 "Virginia Commonwealth University
564	 "Virginia State Corporation Commission
820	 "Virginia Department of Emergency Management
2594	 "Virginia Department of Motor Vehicles
2517	 "Virginia Attorney General
3032	 "Virginia Film Office
3080	 "College of William & Mary
3079	 "University of Virginia
5594	 "Newport News Circuit Court
5625	 "Virginia Tech Police Department
4191	 "Christopher Newport University
4782	 "Virginia Department  of Forensic Science
3545	 "Department of Corrections
5081	 "Fairfax County Adult Detention Center
6068	 "George Mason University
4690	 "College of William and Mary
4726	 "Department of Health
5590	 "Fredericksburg Circuit Court
4882	 "Alcoholic Beverage Control
6067	 "George Mason University
506	 "Virginia Polytechnic Institute and State University
5239	 "GRTC Transit System
5279	 "Virginia Department of Social Services
5351	 "Virginia Department for Aging and Rehabilitative Services
5308	 "Department of Human Resource Management
5406	 "Longwood University
2600	 "Virginia Department of Criminal Justice Services
6340	 "Old Dominion University
6371	 "Virginia Tech
4040	 "Virginia Department of Transportation
5587	 "Portsmouth City Circuit Court
5591	 "Hopewell Circuit Court
5598	 "Newport News Police Department
5083	 "Fairfax County Police
5080	 "Fairfax County Police Department
2595	 "Virginia Department of Public Safety
6588	 "Virginia Senate
356	 "Arvada Police Department
357	 "Pittsburgh Bureau of Police
5076	 "City of Pittsburgh
5128	 "Pittsburgh Public Schools
358	 "Carnegie Police Department
359	 "South Fayette Township Police Department
360	 "Bridgeville Police Department
361	 "Virginia Beach Police Department
5849	 "Department of Finance
362	 "Heidelberg Police Department
363	 "Flagler County Sheriff's Office
730	 "Flagler County Airport
7582	 "Fairfax County Public Schools
4010	 "Fairfax County Sheriff
364	 "Fairfax County Police Department
3222	 "Fairfax County Department of Tax Administration
4781	 "Fairfax County Government Department of Information Technology
3918	 "Fairfax County Office of Public Affairs
8533	 "Austin/Travis Health and Human Services Department
8526	 "Austin Fire Department
4137	 "Austin Law Departent
2666	 "City Manager
4220	 "Austin Regional Intelligence Center
365	 "Austin Police Department
8166	 "Tucson Public School District
5843	 "City Manager's Office
366	 "Tucson Police Department
367	 "San Francisco Police Department
8015	 "Department of Animal Care & Control
7832	 "San Francisco Arts Commission
7525	 "San Francisco Superior Court
3914	 "San Francisco Municipal Transportation Agency
7494	 "San Francisco Office of the Treasurer & Tax Collector
7493	 "San Francisco Supervisor Mark Farrell
7473	 "San Francisco Recreation and Park Department
915	 "City and County of San Francisco Airport Commission
6032	 "San Francisco Supervisor Scott Wiener
4835	 "Department of Public Works
4836	 "Department of Public Health
4837	 "Public Health Department
408	 "Bay Area Urban Area Security Initiative
558	 "San Francisco Controller's Office
794	 "San Francisco City Hall
797	 "San Francisco City Attorney
2389	 "BART Police
3891	 "Office of the Mayor
3872	 "San Francisco Public Library
5824	 "San Francisco Controller's Office
4834	 "Public Utilities Commission
4838	 "San Francisco Supervisor London Breed
6090	 "San Francisco Fire Department
4072	 "San Francisco Unified School District
5810	 "San Francisco District Attorney's office
6701	 "San Francisco County Clerk
370	 "Doylestown Township Police Department
374	 "Stafford County Sheriff's Office
8605	 "Denver Fire Department
8534	 "Denver Department of Environmental Health
7079	 "Office of the Clerk and Recorder
5832	 "Controller's Office
375	 "Denver Police Department
890	 "Denver City Council
4675	 "Mayor's Office
2426	 "Denver International Airport
5864	 "Denver Public Schools
5766	 "Regional Transportation District
6802	 "Denver County Sheriff
8078	 "secretary of state
7584	 "Department of Health Services, Division of Health Care Access and Accountability
4469	 "Wisconsin Department of Justice
4005	 "Department of Corrections
5575	 "Economic Development Corporation
2508	 "State Representative John Nygren (WI)
2500	 "State Senator Alberta Darling (WI)
2501	 "
2506	 "
2505	 "
2504	 "
2503	 "
2502	 "
2513	 "
2512	 "
2511	 "
2510	 "
2509	 "
2515	 "
2514	 "
2507	 "
3854	 "Division of Motor Vehicles
4081	 "Wisconsin Division of Emergency Management
4020	 "Department of Natural Resources
4821	 "Office of the Governor - Wisconsin
5002	 "Office of State Employment Relations
5336	 "Department of Health Services
6304	 "University of Wisconsin Madison
6297	 "Unversity of Wisconsin
697	 "Winnebago County Sheriff's Department
469	 "University of Wisconsin
3915	 "Office of the Attorney General - Wisconsin
851	 "Wisconsin State Patrol
6472	 "Department of Public Instruction
6507	 "Office of the Commissioner of Insurance
8561	 "Board of Medical Licensure
7963	 "Kentucky River Regional Animal Shelter
7149	 "Kentucky Tourism, Arts and Heritage Cabinet
3981	 "Department of Corrections
4654	 "Finance and Administration Cabinet
2403	 "University of Kentucky
4775	 "Kentucky Department of Transportation
6049	 "Department of Environmental Protection
4859	 "Office of the Attorney General - Kentucky
5034	 "Cabinet for Health and Family Services
5427	 "Kentucky Cabinet for Economic Development
5924	 "Secretary of State of Kentucky
6287	 "University of Louisville
4480	 "Office of the Governor of Kentucky
5992	 "Labor Cabinet
5663	 "University of Kentucky Police Department
6412	 "Kentucky Department of Education
832	 "Kentucky State Police
6659	 "Kentucky Department of Revenue
6660	 "Office of Vital Statistics, Kentucky Cabinet for Health and Cabinet
380	 "Jefferson Police Department
381	 "Ashland Police Department
382	 "Washington Court House Police Department
384	 "Richmond Police Department
2521	 "Mayor's Office
7892	 "Department of Public Safety
7653	 "Indiana Department of Homeland Security
7621	 "Indiana Secretary of State
4299	 "Indiana University Bloomington
398	 "Indiana State Police
516	 "National Center for Complex Operations
722	 "Office of the Public Access Counselor
5608	 "Indiana Integrated Public Safety Commission
4089	 "Department of Administration
4300	 "Purdue University
4229	 "Indiana University Police Department
517	 "Indiana Air National Guard
6046	 "Department of Environmental Management
4792	 "Office of the Governor
5704	 "State and Federal Surplus Division
5256	 "Indiana State Department of Health
4856	 "Office of the Attorney General - Indiana
5031	 "Family and Social Services Administration
5287	 "Auditor of State
6240	 "Indiana Intelligence Fusion Centeriana
6284	 "Indiana University
6291	 "Purdue University
6409	 "Indiana Department of Education
5425	 "Illinois Economic Development Corporation
3975	 "Department of Correction
6498	 "Department of Insurance
8460	 "district attorney, prosecutorial district 20B
8453	 "district attorney, prosecutorial district 17B
8066	 "secretary of state
7711	 "Department of Environmental Quality - Division of Water Resources - Washington
7710	 "Department of Environmental Quality - Division of Water Resources - Wilmington
7714	 "Department of Environmental Quality - Division of Water Resources - Fayetteville
7713	 "Department of Environmental Quality - Division of Water Resources - Mooresville
7712	 "Department of Environmental Quality - Division of Water Resources - Raleigh
7709	 "Department of Environmental Quality - Division of Water Resources - Winston-Salem
7708	 "Department of Environmental Quality - Division of Water Resources - Asheville
7451	 "University of  North Carolina Wilmington
7351	 "North Carolina State University Police Department
7359	 "East Carolina State University Police Department
7336	 "University of North Carolina at Greensboro Police Department
7335	 "University of North Carolina at Charlotte Police & Public Safety
7334	 "University of North Carolina at Charlotte
2415	 "North Carolina Department of Health and Human Services
842	 "North Carolina Department of Public Safety
4789	 "Office of the Governor
678	 "Department of Corrections
6183	 "State Board of Elections
3951	 "North Carolina Wildlife Resources Commission
4203	 "Department of Justice
6120	 "Department of Environmental Quality
649	 "East Carolina University
2532	 "Town of Hope Mills
4869	 "Office of the Attorney General - North Carolina
4313	 "North Carolina Education Lottery
5300	 "Office of State Human Resources
6381	 "Appalachian State university
6290	 "North Carolina State University
6401	 "North Carolina Department of Public Instruction
681	 "North Carolina State Bureau of Investigation
5564	 "Department of Commerce
6071	 "Office of the State Treasurer
6289	 "University of North Carolina at Chapel Hill
6571	 "North Carolina State Ethics Commission
6693	 "Division of Motor Vehicles
8558	 "Department of Health and Mental Hygiene
8371	 "Maryland Insurance Administration
8057	 "secretary of state
8081	 "Governor's Office of Crime Control and Prevention
7652	 "University of Maryland Department of Public Safety
7405	 "Office of the State's Attorney for Baltimore City
7524	 "Maryland State Board of Elections
7154	 "Maryland State Treasurer's Office
3991	 "Department of Public Safety and Correctional Services
5036	 "Department of Human Resources
834	 "Maryland State Police
5921	 "Kent County District Court
4794	 "Office of the Governor
460	 "Queen Anne's County Sheriff
493	 "University of Maryland Department of Aerospace Engineering
773	 "Office of the Attorney General - Maryland
2494	 "Hagerstown City Police Department
3219	 "Maryland Public Broadcasting Commission
4302	 "University of Maryland College Park
4472	 "Maryland Coordination and Analysis Center
4400	 "Maryland State Highway Administration
4420	 "Maryland Transit Administration
6051	 "Department of the Environment
5270	 "Department of Budget and Management
5431	 "Maryland Department of Business and Economic Development
6314	 "Maryland State Treasurer
6413	 "Maryland Department of Education
3886	 "Motor Vehicle Administration
5922	 "Kent County District Court
6530	 "
8515	 "Department of Human Services
8180	 "Department of Education
8073	 "Tennessee Registry of Election Finance
7410	 "Department of Environment and Conservation
7047	 "Strategic Technology Solutions
6132	 "University of Tennessee system
4631	 "Department of Labor and Workforce Development, Division of Occupational Safety and Health (TN)
4793	 "Office of the Governor
548	 "Middle Tennessee State University
2565	 "Tennessee Office of Open Records Counsel
3567	 "Department of Corrections
2549	 "Tennessee Bureau of Investigation
4084	 "Department of General Services
3885	 "Department of Treasury, Division of Claims Administration
4014	 "Department of Finance and Administration
4144	 "Tennessee Wildlife Resources Agency, Region IV
4168	 "Tennessee Wildlife Resources Agency
5068	 "Office of the Attorney General - Tennessee
4422	 "Tennessee Lottery
4694	 "University of Tennessee, Knoxville
6500	 "Department of Commerce and Insurance
849	 "Tennessee Department of Safety and Homeland Security
8059	 "Secretary of State, Elections and Administration
4092	 "Minnesota Homeland Security and Emergency Management
7240	 "Minnesota Pollution Control Agency
5240	 "Minnesota State Patrol
6204	 "Bureau of Criminal Apprehension
4655	 "Minnesota Zoo
747	 "Minnesota National Guard
871	 "Minnesota Department of Health, Office of Emergency Preparedness
3491	 "Minnesota Department of Public Safety
4862	 "Office of the Attorney General - Minnesota
3993	 "Department of Corrections
4485	 "Office of the Governor of Minnesota
5038	 "Department of Human Services
5163	 "Department of Natural Resources (Minnesota)
5107	 "Department of Education
5291	 "Management and Budget
5433	 "Department of Employment and Economic Development
494	 "University of Minnesota
6504	 "Department of Commerce
8555	 "Montana Department of Labor and Industry, Business Standards Division - Board of Medical Examiners
7894	 "Department of Public Safety
7753	 "Montana Department of Justice, Division of Criminal Investigation
4007	 "Department of Administration
837	 "Montana Highway Patrol
4588	 "Department of Natural Resources and Conservation
2412	 "Montana Department of Justice
3791	 "Secretary of State
3835	 "Office of the Governor
